id,customer_id,employee_id,date,shipper_id,id,name,contact,address,city,postal_code,country,employee_id,last_name,first_name,birthdate,photo,notes,id,name,phone,id,order_id,product_id,quantity,id,name,supplier_id,category_id,unit,price,id,name,description,id,name,contact,address,city,postal_code,country,phone
10257,35,4,1996-07-16,3,35,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",29,10257,77,15,77,"Original Frankfurter grune Sosse",12,2,"12 boxes",13,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
10257,35,4,1996-07-16,3,35,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",28,10257,39,6,39,"Chartreuse verte",18,1,"750 cc per bottle",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68"
10257,35,4,1996-07-16,3,35,HILARIoN-Abastos,"Carlos Hernandez","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristobal",5022,Venezuela,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",27,10257,27,25,27,"Schoggi Schokolade",11,3,"100 - 100 g pieces",43.9,3,Confections,"Desserts, candies, and sweet breads",11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510"
10415,36,3,1997-01-15,1,36,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",1,"Speedy Express","(503) 555-9831",445,10415,17,2,17,"Alice Mutton",7,6,"20 - 1 kg tins",39,6,Meat/Poultry,"Prepared meats",7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
10394,36,1,1996-12-25,3,36,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,1,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.",3,"Federal Shipping","(503) 555-9931",391,10394,62,10,62,"Tarte au sucre",29,3,"48 pies",49.3,3,Confections,"Desserts, candies, and sweet breads",29,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955"
10375,36,3,1996-12-06,2,36,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",2,"United Package","(503) 555-3199",340,10375,54,10,54,Tourtiere,25,6,"16 pies",7.45,6,Meat/Poultry,"Prepared meats",25,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",Montreal,"H1J 1C3",Canada,"(514) 555-9022"
10394,36,1,1996-12-25,3,36,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,1,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.",3,"Federal Shipping","(503) 555-9931",390,10394,13,10,13,Konbu,6,8,"2 kg box",6,8,Seafood,"Seaweed and fish",6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877"
10375,36,3,1996-12-06,2,36,"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",2,"United Package","(503) 555-3199",339,10375,14,15,14,Tofu,6,7,"40 - 100 g pkgs.",23.25,7,Produce,"Dried fruit and bean curd",6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877"
10373,37,4,1996-12-05,3,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",336,10373,71,50,71,Flotemysost,15,4,"10 - 500 g pkgs.",21.5,4,"Dairy Products",Cheeses,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010
10380,37,8,1996-12-12,3,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931",351,10380,70,30,70,"Outback Lager",7,1,"24 - 355 ml bottles",15,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
10380,37,8,1996-12-12,3,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931",350,10380,60,6,60,"Camembert Pierrot",28,4,"15 - 300 g rounds",34,4,"Dairy Products",Cheeses,28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
10373,37,4,1996-12-05,3,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",335,10373,58,80,58,"Escargots de Bourgogne",27,8,"24 pieces",13.25,8,Seafood,"Seaweed and fish",27,"Escargots Nouveaux","Marie Delamare","22, rue H. Voiron",Montceau,71300,France,85.57.00.07
10380,37,8,1996-12-12,3,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931",349,10380,53,20,53,"Perth Pasties",24,6,"48 pieces",32.8,6,Meat/Poultry,"Prepared meats",24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
10335,37,7,1996-10-22,2,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199",235,10335,51,48,51,"Manjimup Dried Apples",24,7,"50 - 300 g pkgs.",53,7,Produce,"Dried fruit and bean curd",24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
10380,37,8,1996-12-12,3,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931",348,10380,30,18,30,"Nord-Ost Matjeshering",13,8,"10 - 200 g glasses",25.89,8,Seafood,"Seaweed and fish",13,"Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen","Frahmredder 112a",Cuxhaven,27478,Germany,"(04721) 8713"
10335,37,7,1996-10-22,2,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199",234,10335,32,6,32,"Mascarpone Fabioli",14,4,"24 - 200 g pkgs.",32,4,"Dairy Products",Cheeses,14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
10335,37,7,1996-10-22,2,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199",233,10335,31,25,31,"Gorgonzola Telino",14,4,"12 - 100 g pkgs",12.5,4,"Dairy Products",Cheeses,14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
10335,37,7,1996-10-22,2,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199",232,10335,2,7,2,Chang,1,1,"24 - 12 oz bottles",19,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222"
10309,37,3,1996-09-19,1,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",1,"Speedy Express","(503) 555-9831",168,10309,71,3,71,Flotemysost,15,4,"10 - 500 g pkgs.",21.5,4,"Dairy Products",Cheeses,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010
10298,37,6,1996-09-05,2,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199",138,10298,62,15,62,"Tarte au sucre",29,3,"48 pies",49.3,3,Confections,"Desserts, candies, and sweet breads",29,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955"
10298,37,6,1996-09-05,2,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199",137,10298,59,30,59,"Raclette Courdavault",28,4,"5 kg pkg.",55,4,"Dairy Products",Cheeses,28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
10309,37,3,1996-09-19,1,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",1,"Speedy Express","(503) 555-9831",167,10309,43,20,43,"Ipoh Coffee",20,1,"16 - 500 g tins",46,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
10309,37,3,1996-09-19,1,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",1,"Speedy Express","(503) 555-9831",166,10309,42,2,42,"Singaporean Hokkien Fried Mee",20,5,"32 - 1 kg pkgs.",14,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
10298,37,6,1996-09-05,2,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199",136,10298,36,40,36,"Inlagd Sill",17,8,"24 - 250 g jars",19,8,Seafood,"Seaweed and fish",17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
10309,37,3,1996-09-19,1,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",1,"Speedy Express","(503) 555-9831",165,10309,6,30,6,"Grandmas Boysenberry Spread",3,2,"12 - 8 oz jars",25,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",3,"Grandma Kellys Homestead","Regina Murphy","707 Oxford Rd.","Ann Arbor",48104,USA,"(313) 555-5735"
10309,37,3,1996-09-19,1,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",1,"Speedy Express","(503) 555-9831",164,10309,4,20,4,"Chef Antons Cajun Seasoning",2,2,"48 - 6 oz jars",22,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822"
10298,37,6,1996-09-05,2,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199",135,10298,2,40,2,Chang,1,1,"24 - 12 oz bottles",19,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222"
10318,38,8,1996-10-01,2,38,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",2,"United Package","(503) 555-3199",187,10318,76,6,76,Lakkalikoori,23,1,"500 ml",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",23,"Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956"
10315,38,4,1996-09-26,2,38,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199",182,10315,70,30,70,"Outback Lager",7,1,"24 - 355 ml bottles",15,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
10318,38,8,1996-10-01,2,38,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",2,"United Package","(503) 555-3199",186,10318,41,20,41,"Jacks New England Clam Chowder",19,8,"12 - 12 oz cans",9.65,8,Seafood,"Seaweed and fish",19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
10321,38,3,1996-10-03,2,38,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",2,"United Package","(503) 555-3199",192,10321,35,10,35,"Steeleye Stout",16,1,"24 - 12 oz bottles",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",16,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931"
10315,38,4,1996-09-26,2,38,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199",181,10315,34,14,34,"Sasquatch Ale",16,1,"24 - 12 oz bottles",14,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",16,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931"
10325,39,1,1996-10-09,3,39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,1,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.",3,"Federal Shipping","(503) 555-9931",206,10325,72,40,72,"Mozzarella di Giovanni",14,4,"24 - 200 g pkgs.",34.8,4,"Dairy Products",Cheeses,14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
10323,39,4,1996-10-07,1,39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",196,10323,39,4,39,"Chartreuse verte",18,1,"750 cc per bottle",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68"
10325,39,1,1996-10-09,3,39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,1,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.",3,"Federal Shipping","(503) 555-9931",205,10325,31,4,31,"Gorgonzola Telino",14,4,"12 - 100 g pkgs",12.5,4,"Dairy Products",Cheeses,14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
10323,39,4,1996-10-07,1,39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",195,10323,25,4,25,"NuNuCa Nuss-Nougat-Creme",11,3,"20 - 450 g glasses",14,3,Confections,"Desserts, candies, and sweet breads",11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510"
10325,39,1,1996-10-09,3,39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,1,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.",3,"Federal Shipping","(503) 555-9931",204,10325,14,9,14,Tofu,6,7,"40 - 100 g pkgs.",23.25,7,Produce,"Dried fruit and bean curd",6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877"
10325,39,1,1996-10-09,3,39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,1,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.",3,"Federal Shipping","(503) 555-9931",203,10325,13,12,13,Konbu,6,8,"2 kg box",6,8,Seafood,"Seaweed and fish",6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877"
10323,39,4,1996-10-07,1,39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",194,10323,15,5,15,"Genen Shouyu",6,2,"24 - 250 ml bottles",15.5,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877"
10325,39,1,1996-10-09,3,39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,1,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.",3,"Federal Shipping","(503) 555-9931",202,10325,6,6,6,"Grandmas Boysenberry Spread",3,2,"12 - 8 oz jars",25,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",3,"Grandma Kellys Homestead","Regina Murphy","707 Oxford Rd.","Ann Arbor",48104,USA,"(313) 555-5735"
10413,41,3,1997-01-14,2,41,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,3,Leverling,Janet,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.",2,"United Package","(503) 555-3199",440,10413,1,24,1,Chais,1,1,"10 boxes x 20 bags",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222"
10350,41,6,1996-11-11,2,41,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199",274,10350,69,18,69,Gudbrandsdalsost,15,4,"10 kg pkg.",36,4,"Dairy Products",Cheeses,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010
10350,41,6,1996-11-11,2,41,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199",273,10350,50,15,50,"Valkoinen suklaa",23,3,"12 - 100 g bars",16.25,3,Confections,"Desserts, candies, and sweet breads",23,"Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956"
10371,41,1,1996-12-03,1,41,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,1,Davolio,Nancy,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.",1,"Speedy Express","(503) 555-9831",330,10371,36,6,36,"Inlagd Sill",17,8,"24 - 250 g jars",19,8,Seafood,"Seaweed and fish",17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
10358,41,5,1996-11-20,1,41,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,5,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",1,"Speedy Express","(503) 555-9831",295,10358,36,20,36,"Inlagd Sill",17,8,"24 - 250 g jars",19,8,Seafood,"Seaweed and fish",17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
